,Classificação,Denominação,Título,Autor,Local de produção,Data de produção,Material/Técnica,Dimensões,Estado de conservação,Resumo descritivo,Mídias relacionadas,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
0,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Vista de Ronciglione,Victor Meirelles de Lima,Itália,1853/1856 (circa),Grafite sobre papel,"Obra: 28,7 x 44,0 cm Passe-partout: *Obra encapsulada – tamanho do conjunto: 45,2 x 60,4 cm",Bom,"Agrupamento de edificações sobre um morrote. No lado esquerdo terminando em barranco com algumas casas em baixo. Pedras soltas rodeadas por vegetação “morro”.
Paisagem com vista da cidade de Ronciglione, Itália. Na porção esquerda, conjunto de edificações térreas e com no máximo três pavimentos. Destaca-se próxima à margem esquerda igreja com uma cúpula e uma torre. Na porção direita, traços soltos para representar a vegetação. Na porção central, hachuras. No canto inferior à direita representação de rochas soltas. No canto inferior à esquerda, traços soltos que constituem um morro onde as construções estão apresentadas. Pequeno grupo de casas embaixo no centro. Terço superior destinado ao céu (sem traços). Por Fernando Chíquio Boppré, 09/11/2011.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
1,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para retrato,Victor Meirelles de Lima,,,Grafite sobre papel,"Obra: 13,3 x 21,0 cm",Bom,"Estudo de mão direita e mão esquerda estendidas para baixo. Mão direita com dedos estendidos e polegar escondido. Mão esquerda com dedos levemente flexionados para dentro da palma da mão. Insinuação de punhos de manga. (Revisto por Rafael Muniz de Moura, 14/01/2013).",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
2,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 29,0 x 19,5 cm",Bom,"Figura feminina de perfil olhando para a direita, braços cruzados sobrepondo a mão esquerda na cintura, vestindo saia em tons de bege e cinza, avental azul, casaco curto azul, cabelos pretos presos com uma fita bege, brincos de pérola.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
3,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 29,5 x 22,3 cm",Bom,"Figura feminina sentada com mãos sobre as pernas, lenço amarelo no cabelo, avental azul, saia marrom, blusa branca com mangas compridas.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
4,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 27,4 x 20,6 cm",Bom,"Figura feminina em pé, corpo de frente, cabeça levemente virada à esquerda, mão direita apoiada num muro, mão esquerda dobrada na cintura, vestindo sai amarela, avental branco, blusa de mangas comprida branca, corpete azul, vermelho e branco, brincos, cabelos pretos preso atrás.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
5,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 28,9 x 22,8 cm",Bom,"Figura feminina de pé e perfil, vestindo saia marrom, com blusa bufante branca sobreposta a outra vermelha de punho branco, avental azul com decoração branca, vermelho e azul no barrado, lateral e cintura, colar de contas vermelho com duas voltas, toucado branco, sapatos pretos.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
6,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 28,3 x 21,0 cm",Bom,"Figura feminina em pé, de perfil, mão direita cruzada sobre a cintura, rosto virado a direita, mão esquerda levantada na altura da cintura, vestindo saia azul com barrado branco, sobresaia branca, blusa branca, colar e brincos, cabelos pretos amarrados atrás.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
7,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela e grafite sobre papel colado em cartão,"Obra: 26,9 x 20,1 cm",Bom,"Figura feminina ajoelhada em almofada cinza, hábito de freira bege, véu cinza, mãos postas em posição de oração.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
8,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 28,6 x 20,1 cm",Bom,"Figura feminina apoiada com pé direito, e esquerdo com sapato preto, mãos direita segurando um jarro de cerâmica e mão esquerda apoiando um jarro de cerâmica, blusa branca com decote aberto, saia azul com faixa na barra vermelha, branco e azul, toucado branco na cabeça.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
9,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Aquarela sobre papel,"Obra: 26,0 x 20,1 cm",Bom,"Figura feminina sentada, com pé direito apoiado sobre uma almofada, rosto virado para a esquerda, braço esquerdo apoiado no joelho esquerdo, vestindo uma saia marrom, avental branco, blusa com mangas azuis, luvas brancas, cabelos de cor preta, toucado marrom e fita vermelha nos cabelos.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
10,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Primeira Missa no Brasil”,Victor Meirelles de Lima,França,1859/1860 (circa),Grafite sobre papel,"Obra: 27,4 x 43,2 cm Passe-partout: *Obra encapsulada – tamanho do conjunto: 45,2 x 60,4 cm",Bom,"Estudos de pernas e pés em várias posições, tomando todos os espaços do papel.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
11,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Batalha dos Guararapes”,Victor Meirelles de Lima,Brasil,1874/1878 (circa),Grafite sobre papel,"Obra: 18,1 x 27,0 cm",Bom,"Composição da Batalha, área central, homem montado no cavalo empinado com espada na mão direita levantado, outras figuras em posição de combate. Na parte inferior direita outros esboços de figura humana.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
12,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Retrato de Victor Meirelles,Pedro José Pinto Peres,Brasil,,Aquarela sobre papel,"Obra: 16,4 x 16,4 cm",Bom,"Busto de homem (identificado). Rosto virado para a direita, cabelos e bigodes brancos. Camisa branca com gravata borboleta azul e lapela marrom.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
13,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para retrato,Victor Meirelles de Lima,,,Grafite sobre papel,"Obra: 12,3 x 14,8 cm",Bom,"Estudo de mão direita, com dedos levemente flexionados para dentro da palma da mão. Insinuação de punhos de manga. (Revisto por Rafael Muniz de Moura, 21/01/2013).",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
14,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Batalha dos Guararapes”,Victor Meirelles de Lima,Brasil,1879 (circa),Grafite sobre papel,"Obra: 13,0 x 15,2 cm",Bom,Braço direito com blusa de manga comprida. Mão com a palma semi aberta virada para cima.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
15,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para retrato,Victor Meirelles de Lima,,,Grafite sobre papel,"Obra: 12,9 x 17,2 cm Passe-partout: *Obra encapsulada – tamanho do conjunto: 45,2 x 60,4 cm",Bom,Antebraço e mão direita segurando um livro entreaberto pelo dedo indicador.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
16,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Batalha dos Guararapes”,Victor Meirelles de Lima,Brasil,1874/1878 (circa),Grafite sobre papel,"Obra: 27,3 x 20,9 cm",Bom,"Croqui de figuras não definidas em posição de combate em toda parte superior do suporte. À direita, figuras com armas e tambores. Ao centro para esquerda, figuras empinando cavalos. Na parte inferior do suporte, texto com pequena descrição da composição (vide inscrição).",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
17,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo de paisagem,Victor Meirelles de Lima,,,Grafite sobre papel,"Obra: 31,8 x 48,2 cm Passe-partout: *Obra encapsulada – tamanho do conjunto: 45,2 x 60,4 cm",Bom,Vista de baía. À esquerda árvores. À direita embarcações a ela. Ao fundo casas e montanhas. Ao centro pequena construção.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
18,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Vista parcial da cidade de Nossa Senhora do Desterro (atual Florianópolis),Victor Meirelles de Lima,Brasil,1849 (circa),Aquarela sobre papel,"Obra: 17,2 x 35,8 cm",Bom,"Em primeiro plano casario tendo os telhados em maior evidência. Ao fundo, vegetação, campanário e torres de igrejas.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
19,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Cabeça de Velho,Victor Meirelles de Lima,,,Óleo sobre tela,"Obra: 45,8 x 38,2 cm",Bom,Busto de velho com barba longa e bigode brancos. Mão direita segurando um bastão apoiada à cabeça olhando a frente.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
20,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo para “Passagem do Humaitá”,Victor Meirelles de Lima,,1868/1870 (circa),Óleo sobre tela,"Obra: 44,2 x 67,5 cm",Bom,"Em primeiro plano, homens em pequenas embarcações. No plano médio, embarcação maior ocupada por soldados. A porção superior do quadro é tomada pelo céu e nuances de fumaça advindos da embarcação.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
21,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Cristo sobre as ondas,Victor Meirelles de Lima,,,Óleo sobre papel em tela colada em madeira,"Obra: 31,2 x 44,7 cm",Bom,"Na porção média da obra, homem à esquerda veste túnica vermelha com manto azul e apresenta braço esquerdo estendido em direção à figura masculina próxima a uma pequena embarcação movida a remo, ocupada por nove homens em posições diversas.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
22,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,“Le Rodeau de la Meduse” [O Naufrágio da Medusa],Victor Meirelles de Lima,França,1857/1858 (circa),Óleo sobre papel colado em cartão,"Obra: 35,9 x 52,5 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
23,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo para “Primeira Missa no Brasil”,Victor Meirelles de Lima,França,1859/1860 (circa),Óleo sobre papel colado em cartão,"Obra: 38,1 x 23,9 cm",Bom,"Fundo acinzentado. Na parte superior, capacete de metal cinza chumbo com dourado e na parte inferior da composição, ombreira de metal.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
24,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Mulheres suliotas,Victor Meirelles de Lima,França,1856/1858 (circa),Óleo sobre tela,"Obra: 32,0 x 41,8 cm",Bom,Em primeiro plano figuras femininas e crianças seminuas. Ao fundo cena de batalha.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
25,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de cabeça de menina,Victor Meirelles de Lima,Itália,1853/1856 (circa),Óleo sobre tela,"Obra: 40,2 x 32,8 cm",Bom,"Meio perfil de menina com os olhos para o alto, cabelos pretos sobre os ombros. Vestimenta escura com pequena renda clara no decote.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
26,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Retrato de senhora com traje de 1870,Victor Meirelles de Lima,Brasil,1870,Óleo sobre tela,"Obra: 73,5 x 58,8 cm",Bom,"Figura feminina representada até a altura do busto, voltada para a esquerda, pele branca e cabelos escuros presos para trás e caindo em cachos. Usa um traje escuro, com um decote baixo e quadrado, deixando visível a parte superior da blusa branca, que está por dentro, de decote também quadrado, com renda na borda, da mesma cor. Os adornos que usa são, um fio de pérolas grandes com um pendente dourado e oval ao centro, e um brinco com pendente dourado e oval, à mostra na orelha esquerda, à direita da composição.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
27,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Esboço de paisagem para “Passagem do Humaitá”,Victor Meirelles de Lima,,1868/1872 (circa),Óleo sobre tela,"Obra: 51,0 x 71,8 cm",Bom,Paisagem tendo em primeiro plano um barranco de terra vermelha. Árvores à esquerda e ao fundo vegetação. Céu com poucas nuvens.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
28,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Cabeça de homem,Victor Meirelles de Lima,,,Óleo sobre tela,"Obra: 45,2 x 38,0 cm",Bom,"Cabeça de homem, olhar ligeiramente estrábico. Cabelos alongados castanhos, bigode e barba em tons mais claros, vestimenta marrom e ponta de pequena gravata por sob a barba.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
29,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Cabeça de homem,Victor Meirelles de Lima,,,Óleo sobre papel colado em madeira,"Obra: 28,1 x 22,0 cm",Bom,"Homem com cabeça flexionada para baixo, com barba e olhando à direita. Veste camisa branca , paletó verde claro e manta verde musgo.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
30,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo para “Batalha dos Guararapes” (Felipe Camarão),Victor Meirelles de Lima,Brasil,1874/1878 (circa),Óleo sobre tela,"Obra: 73,0 x 59,4 cm",Bom,"Busto de homem, com olhos arregalados, cabelos lisos pretos, bigode e cavanhaque. Chapéu preto com penas verde, vermelha e amarela. Capote verde, gola branca, cordão dourado envolto no pescoço com cruz pendente. Escudo preso no braço esquerdo. Ao fundo figura esboçada de chapéu.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
31,10 Comunicação > 10.1 Documento,Fotografia,Retrato de Victor Meirelles,A. Pellicciari,,1915 (circa),Reprodução fotográfica com retoque a carvão sobre cartão,"Obra: 58,3 x 48,1 cm",Bom,"Retrato de frente, em preto e branco, retocado em lápis. Paletó, colete, camisa branca e gravata borboleta.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
32,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo para “Casamento da Princesa Isabel”,Victor Meirelles de Lima,Brasil,1864 (circa),Óleo sobre cartão colado em madeira,"Obra: 50,3 x 39,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
33,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Cabeça de mulher,Victor Meirelles de Lima,,,Óleo sobre tela,"Obra: 54,6 x 45,5 cm",Bom,Figura feminina de perfil à direita. Veste blusa branca com renda no decote e mangas curtas. Ombro direito nu e cabelo preto preso em coque.,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
34,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Óleo sobre papel colado em madeira,"Obra: 29,2 x 21,3 cm",Bom,"Mulher sentada de perfil com cabeça virada para o ombro direito. Torçado vermelho de três voltas preso aos cabelos com fivela. Veste blusa branca, colete amarelo, saia verde com barrado vermelho sob avental vermelho.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
35,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo de traje,Victor Meirelles de Lima,Itália,1854/1856 (circa),Óleo sobre papel colado em cartão,"Obra: 27,5 x 21,8 cm",Bom,"Figura masculina portando chapéu, camisa clara, colete com a frente vermelho e botões dourados. Calça verde escura, sapato com perneira marrom. Montado em cavalo com vara na mão direita e rédea na mão esquerda.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
36,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo para “Batalha dos Guararapes” (guerreiro holandês caído),Victor Meirelles de Lima,Brasil,1874/1878 (circa),Óleo e grafite sobre tela,"Obra: 73,0 x 59,4 cm",Bom,"Homem deitado com as pernas para cima. Perna direita levantada, inacabada. Homem louro calvo, barba e bigodes louros. Veste túnica vermelha, faixa verde com laço atrás, calça verde de outro tom.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
37,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Cabeça de Velho,Victor Meirelles de Lima,Brasil,1865 (circa),Óleo sobre cartão,"Obra: 61,3 x 50,5 cm",Bom,"Homem calvo de barba e bigode brancos, cabeça inclinada para a esquerda da pintura, olhar expressivo para o canto direito inferior, corpo envolto por um manto vermelho. Parte da mão esquerda descoberta. Fundo em tons de verde.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
38,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,A morta,Victor Meirelles de Lima,,,Óleo sobre tela,"Obra: 50,4 x 61,2 cm",Bom,"Cabeça de mulher de perfil deitada sobre travesseiro branco. Cabelos castanhos longos e lisos, olhos cerrados e brinco de argola dourado.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
39,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Estudo para “Invocação à Virgem”,Victor Meirelles de Lima,Brasil,1898 (circa),Óleo sobre cartão,"Obra: 104,0 x 47,7 cm",Bom,"No primeiro plano, duas figuras de mendigo e uma criança no chão. Em pé à esquerda o Bispo diante da visão da Virgem Maria com menino nos braços, aparecendo entre as nuvens. À direita e ao fundo figuras e trechos de rua.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
40,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Esboceto para “Batalha dos Guararapes”,Victor Meirelles de Lima,Brasil,1874/1878 (circa),Óleo sobre tela,"Obra: 54,0 x 100,0 cm",Bom,"Em primeiro plano, figuras masculinas distribuídas ao longo da obra. No centro, homens a cavalo portando espadas e lanças. Ao fundo, pouca vegetação e céu nebuloso.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
41,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Vista parcial da cidade de Nossa Senhora do Desterro (atual Florianópolis),Victor Meirelles de Lima,Brasil,1851 (circa),Óleo sobre tela,"Obra: 78,2 x 120,0 cm",Bom,"Em primeiro plano, piso quadriculado finalizado por mureta. No segundo plano, ao centro, eixo na vertical formado por rua ladeada por casario. No canto direito, localiza-se edificação religiosa. Ao fundo, mar com algumas embarcações e montes recobertos por vegetação. A parte superior da obra é ocupada por representação do céu.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
42,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura,Degolação de São João Batista,Victor Meirelles de Lima,Itália,1855 (circa),Óleo sobre tela,"Obra: 130,5 x 97,1 cm Moldura: 157,0 x 128,0 cm",Bom,,,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
43,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo de Panejamento,Victor Meirelles de Lima,Itália,1854/1856 (circa),Grafite sobre papel,"Obra: 37,1 x 19,9 cm",Bom,"Figura masculina de perfil em pé, envolto em planejamento. Mão direita apoiada na cintura para dentro do planejamento e mão esquerda apoiando-se no peito.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
44,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Desenho,Estudo de Panejamento,Victor Meirelles de Lima,Itália,1854/1856 (circa),Grafite sobre papel,"Obra: 36,8 x 23,7 cm",Bom,"Figura masculina de perfil ajoelhada sobre degrau com almofada. Cabelos presos em coque, corpo envolto em planejamento e parte da mão direita descoberta.",,,museuvictormeirelles_-_mvm-acervo,https://museuvictormeirelles.acervos.museus.gov.br/wp-json/tainacan/v2/collection/18004/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,18004
