,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Resumo descritivo,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
0,MCHA.0001a,Guarda-roupa,,,05 Interiores > 05.5 Peça de Mobiliário,"269,5","Móvel em formato retangular com portas e gavetas emolduradas com friso, puxadores em carrapetas, parte ...","122,0","60,0",,Ferro | Madeira,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
1,MCHA.0002a,Guarda-roupa,,,05 Interiores > 05.5 Peça de Mobiliário,"239,0",,"98,5","63,0",,Madeira | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
2,MCHA.0003,Guarda-roupa,,,05 Interiores > 05.5 Peça de Mobiliário,"214,3",,"109,0","52,0",,Madeira | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
3,MCHA.0004,Leito de casal,,,05 Interiores > 05.5 Peça de Mobiliário,"157,5",,"124,2","201,4",,Madeira de cedro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
4,MCHA.0005,Leito de solteiro,,,05 Interiores > 05.5 Peça de Mobiliário,"116,6",,"120,3","198,5",,Madeira de cedro,"Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
5,MCHA.0006,Leito de solteiro,,,05 Interiores > 05.5 Peça de Mobiliário,"98,0",,"80,5","184,0",,Ferro,Europa,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
6,MCHA.0008a,Cômoda-penteadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"224,0",,"98,4","49,0",,Espelho | Madeira | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
7,MCHA.0009a,Cômoda,,,05 Interiores > 05.5 Peça de Mobiliário,"102,0",,"119,5","55,5",,Madeira | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
8,MCHA.0010a,Cômoda,,,05 Interiores > 05.5 Peça de Mobiliário,"98,8",,"125,9","63,0",,Madeira | Metal,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
9,MCHA.0011a,Arca,,,05 Interiores > 05.5 Peça de Mobiliário,"71,5",,"112,0","69,0",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
10,MCHA.0012a,Guarda-louça,,,05 Interiores > 05.5 Peça de Mobiliário,"186,0",,"107,5","73,4",,Madeira | Metal | Vidro,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
11,MCHA.0013,Guarda-louça,,,05 Interiores > 05.5 Peça de Mobiliário,"209,0",,"94,0","40,7",,Madeira | Metal | Vidro,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
12,MCHA.0014a,Aparador,,,05 Interiores > 05.5 Peça de Mobiliário,"216,5",,"120,3","54,5",,Espelho | Madeira | Mármore | Metal,Europa,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
13,MCHA.0015a,Aparador,,,05 Interiores > 05.5 Peça de Mobiliário,"228,3",,"127,7","56,0",,Espelho | Madeira | Mármore | Metal,Europa,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
14,MCHA.0016a,Guarda-comida,,,05 Interiores > 05.5 Peça de Mobiliário,"135,0",,"71,0","35,7",,Madeira | Metal | Tela de arame | Vidro,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
15,MCHA.0017a,Contador,,,05 Interiores > 05.5 Peça de Mobiliário,"150,7",,"119,0","83,3",,Madeira | Metal,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
16,MCHA.0019,Mesa,,,05 Interiores > 05.5 Peça de Mobiliário,"76,7",,"91,0","158,8",,Madeira,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
17,MCHA.0020,Mesa,,,05 Interiores > 05.5 Peça de Mobiliário,"78,2",,"90,0","164,0",,Madeira,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
18,MCHA.0022a,Mesa de encostar,,,05 Interiores > 05.5 Peça de Mobiliário,"83,3",,"89,3","46,6",,Madeira | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
19,MCHA.0023,Console,,,05 Interiores > 05.5 Peça de Mobiliário,"74,3",,"83,4","42,3",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
20,MCHA.0024,Console,,,05 Interiores > 05.5 Peça de Mobiliário,"74,0",,"82,9","41,8",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
21,MCHA.0025,Console,,,05 Interiores > 05.5 Peça de Mobiliário,"85,6",,"86,1","49,4",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
22,MCHA.0026a,Mesa de encostar,,,05 Interiores > 05.5 Peça de Mobiliário,"79,5",,"92,4","46,7",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
23,MCHA.0028a,Mesa de encostar,,,05 Interiores > 05.5 Peça de Mobiliário,"91,2",,"56,4","41,9",,Madeira | Metal,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
24,MCHA.0029,Mesa,,,05 Interiores > 05.5 Peça de Mobiliário,"71,0",,"60,4",,,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
25,MCHA.0030,Mesa,,,05 Interiores > 05.5 Peça de Mobiliário,"82,4",,"79,3",,,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
26,MCHA.0031a,Lavatório,,,05 Interiores > 05.5 Peça de Mobiliário,"91,5",,"89,3","53,0",,Madeira | Mármore | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
27,MCHA.0032,Tremó,,,05 Interiores > 05.5 Peça de Mobiliário,"147,7",,"80,0","39,8",,Espelho | Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
28,MCHA.0033,Tremó,,,05 Interiores > 05.5 Peça de Mobiliário,"147,5",,"80,0","39,8",,Espelho | Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
29,MCHA.0034,Canapé,,,05 Interiores > 05.5 Peça de Mobiliário,"95,0",,"208,1","56,2",,Madeira | Palhinha,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
30,MCHA.0035,Canapé,,,05 Interiores > 05.5 Peça de Mobiliário,"101,3",,"132,1","50,0",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
31,MCHA.0036,Cadeira com braços,,,05 Interiores > 05.5 Peça de Mobiliário,"102,8",,"56,4","46,5",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
32,MCHA.0037,Cadeira com braços,,,05 Interiores > 05.5 Peça de Mobiliário,"103,1",,"56,4","46,1",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
33,MCHA.0038,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"98,2",,"40,0","41,7",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
34,MCHA.0039,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"98,7",,"39,3","43,2",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
35,MCHA.0040,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"99,0",,"39,8","42,2",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
36,MCHA.0041,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"99,6",,"40,1","43,5",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
37,MCHA.0042,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"98,4",,"40,0","42,9",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
38,MCHA.0043,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"99,1",,"40,7","42,0",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
39,MCHA.0044,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"99,1",,"40,3","42,2",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
40,MCHA.0045,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"99,8",,"40,7","42,0",,Madeira | Palhinha,"Viena, Áustria",[entre 1910 e 1918],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
41,MCHA.0046,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"85,6",,"47,6","48,4",,Madeira | Palhinha,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
42,MCHA.0047,Cadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"86,0",,"47,3","48,3",,Madeira | Palhinha,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
43,MCHA.0069a,Psichê,,,05 Interiores > 05.5 Peça de Mobiliário,"195,4",,"123,3","51,1",,Espelho | Madeira | Mármore | Metal,França,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
44,MCHA.0070,Cabide de pé,,,05 Interiores > 05.5 Peça de Mobiliário,"200,0",,"69,5","33,7",,Madeira,"Viena, Áustria",[1895?],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
45,MCHA.0071,Cabide de pé,,,05 Interiores > 05.5 Peça de Mobiliário,"157,1",,"144,6","41,5",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
46,MCHA.0072,Cabide de pé,,,05 Interiores > 05.5 Peça de Mobiliário,"153,6",,"167,6","41,5",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
47,MCHA.0073,Cabide de pé,,,05 Interiores > 05.5 Peça de Mobiliário,"210,5",,"74,1",,,Madeira,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
48,MCHA.0074,Cabide de pé,,,05 Interiores > 05.5 Peça de Mobiliário,"181,0",,"85,1",,,Madeira,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
49,MCHA.0075,Cabide de parede,,,05 Interiores > 05.1 Acessório de Interiores,"29,8",,"79,7","17,6",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
50,MCHA.0078,Pedestal,,,05 Interiores > 05.5 Peça de Mobiliário,"101,0",,"39,0","28,6",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
51,MCHA.0080,Genuflexório,,,05 Interiores > 05.5 Peça de Mobiliário,"81,1",,"39,3","34,5",,Couro | Madeira,"[Alcântara, Maranhão, Brasil?]",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
52,MCHA.0081,Oratório,,,05 Interiores > 05.5 Peça de Mobiliário,"73,5",,"44,0","28,8",,Madeira | Metal | Vidro,"Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
53,MCHA.0083,Espreguiçadeira,,,05 Interiores > 05.5 Peça de Mobiliário,"93,0",,"70,2","130,0",,Madeira | Tecido,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
54,MCHA.0086,Baú,,,05 Interiores > 05.5 Peça de Mobiliário,"65,0",,"101,0","50,0",,Couro | Madeira | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
55,MCHA.0088,Mala,,,12 Objetos Pessoais > 12.4 Artigo de Viagem/Campanha,"54,5",,"99,0","60,0",,Couro | Madeira | Metal,Estados Unidos da América,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
56,MCHA.0090,Mala,,,12 Objetos Pessoais > 12.4 Artigo de Viagem/Campanha,"27,5",,"104,5","28,0",,Couro | Madeira | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
57,MCHA.0091,Mala,,,12 Objetos Pessoais > 12.4 Artigo de Viagem/Campanha,"23,0",,"48,5","28,4",,Couro | Madeira | Metal,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
58,MCHA.0099,Quartinheira,,,05 Interiores > 05.5 Peça de Mobiliário,"100,5",,"95,0","35,0",,Madeira,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
59,MCHA.0101,Quartinheira,,,05 Interiores > 05.5 Peça de Mobiliário,"80,4",,"42,7","42,7",,Madeira,"Alcântara , Maranhão, Brasil",[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
60,MCHA.0106a,Máquina de costura,,,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"72,4",,"84,0","47,5",,Ferro | Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
61,MCHA.0107,Gomil,,,12 Objetos Pessoais > 12.3 Artigo de Toalete,"28,5",,"24,0","14,9",,Ferro esmaltado,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
62,MCHA.0108,Bacia,,,12 Objetos Pessoais > 12.3 Artigo de Toalete,"12,1",,"38,7",,,Metal esmaltado,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
63,MCHA.0132a,Manteigueira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"11,0",,"19,1",,,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
64,MCHA.0133,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,1",,"10,8","9,6",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
65,MCHA.0134,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,0",,"9,6","10,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
66,MCHA.0135,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,0",,"9,5","10,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
67,MCHA.0136,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,1",,"9,4","10,7",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
68,MCHA.0137,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,0",,"9,6","10,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
69,MCHA.0138,Xícara de chá,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"5,1",,"9,5","10,8",,Porcelana,Inglaterra,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
