,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Resumo descritivo,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
24,MCHA.1269,Torquês,,,06 Trabalho > 06.8 Equipamento de Uso Geral,"1,1",,"4,8","17,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
25,MCHA.1276,Talhadeira,,,06 Trabalho > 06.8 Equipamento de Uso Geral,"2,7",,"3,5","57,4",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
26,MCHA.1277,Talhadeira,,,06 Trabalho > 06.8 Equipamento de Uso Geral,"1,9",,"3,5","50,2",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
27,MCHA.1280,Picareta,,,06 Trabalho > 06.8 Equipamento de Uso Geral,"7,3",,"6,8","34,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
28,MCHA.1282,Chibanca,,,06 Trabalho > 06.8 Equipamento de Uso Geral,"6,1",,"10,0","39,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
29,MCHA.1283,Cavadeira (?),,,06 Trabalho > 06.1 Equipamento Agrícola,,,"6,4","23,4",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
30,MCHA.1284,Cavadeira,,,06 Trabalho > 06.1 Equipamento Agrícola,,,"7,0","27,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
31,MCHA.1290,Ferrete,,,06 Trabalho > 06.1 Equipamento Agrícola,"10,0",,"6,5","32,3",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
32,MCHA.1309,Armador de rede,,,04 Construção > 04.4 Fragmento de Construção,,(grilhão e gancho),"4,8","59,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
33,MCHA.1323,Chave de porta,,,04 Construção > 04.4 Fragmento de Construção,,,"5,3","10,9",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
34,MCHA.1329,Chave de porta,,,04 Construção > 04.4 Fragmento de Construção,,,"4,1","11,9",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
35,MCHA.1330,Chave de porta,,,04 Construção > 04.4 Fragmento de Construção,,,"5,0","12,4",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
36,MCHA.1331,Chave de porta,,,04 Construção > 04.4 Fragmento de Construção,,,"5,1","12,5",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
37,MCHA.1333,Chave de porta,,,04 Construção > 04.4 Fragmento de Construção,,,"4,6","13,1",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
38,MCHA.1335,Chave de porta,,,04 Construção > 04.4 Fragmento de Construção,,,"4,6","13,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
39,MCHA.1336,Chave,,,04 Construção > 04.4 Fragmento de Construção,,,"3,6","9,8",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
40,MCHA.1337,Chave,,,04 Construção > 04.4 Fragmento de Construção,,,"3,0","10,3",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
41,MCHA.1338,Chave,,,04 Construção > 04.4 Fragmento de Construção,,,"4,0","10,5",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
42,MCHA.1339,Chave,,,04 Construção > 04.4 Fragmento de Construção,,,"3,0","10,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
43,MCHA.1347,Pinha,,,04 Construção > 04.4 Fragmento de Construção,,,"6,5","13,6",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
44,MCHA.1515,Cadeado,,,16 Amostras/Fragmentos,"9,8",,"6,3","1,2",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
45,MCHA.1516,Cadeado,,,16 Amostras/Fragmentos,"9,8",,"6,5","1,3",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
46,MCHA.1523,Gargalheira,,,13 Castigo/Penitência > 13.2 Instrumento de Castigo,,,"17,1",,,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
47,MCHA.1524,Gargalheira,,,13 Castigo/Penitência > 13.2 Instrumento de Castigo,,,"21,8",,,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
48,MCHA.1525,Calceta,,,13 Castigo/Penitência > 13.2 Instrumento de Castigo,,,"12,3",,,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
49,MCHA.1526,Golilha,,,13 Castigo/Penitência > 13.2 Instrumento de Castigo,,,"15,2",,,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
50,MCHA.1529,Moitão,,,06 Trabalho > 06.8 Equipamento de Uso Geral,"8,0",Poleame de laborar com apenas um gorne. Gato em ferro fundido. Paredes unidas por cravos de ferro||Perno fixado com uma chapa de ferro em uma das paredes.,"14,5","29,0",,Ferro | Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
51,MCHA.1530,Moitão,,,06 Trabalho > 06.8 Equipamento de Uso Geral,"9,4","Poleame de laborar com apenas um gorne entalhado, paredes goivadas para sustentação com cabos.","14,3","20,0",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
52,MCHA.1559,Estatueta,,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"14,3",,"9,5","9,7",,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
53,MCHA.1560,Estatueta,,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"13,9",,"7,7","10,0",,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
54,MCHA.1561,Estatueta,,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"12,9",,"5,2",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
55,MCHA.1562,Estatueta,,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"9,6",,"4,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
56,MCHA.1563,Estatueta,,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"33,2",,"8,5",,,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
57,MCHA.1564,Estatueta,,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"4,7",,"2,3","6,5",,Porcelana,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
58,MCHA.1565,Custódia,,,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"50,7",,"24,5","14,4",,Metal | Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
59,MCHA.1567,Violão,,,06 Trabalho > 06.10 Equipamento Musical,,,"43,2","98,7",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
60,MCHA.1568,Viola,,,06 Trabalho > 06.10 Equipamento Musical,,,"27,0","82,5",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
61,MCHA.1569,Banjo,,,06 Trabalho > 06.10 Equipamento Musical,,,"31,3","83,0",,Madeira,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
62,MCHA.1570,Retrato (desenho) de Antonino da Silva Guimarães,"""Antonino da Silva Guimarães"" (título atribuído)",Nestablo Ramos,02 Artes Visuais/Cinematográfica > 02.2 Desenho,"60,3",,"48,0",,,Carvão | Papel,,1904,,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
63,MCHA.1571,Fotografia (retocada) de Leontina Estela Ribeiro Guimarães,"""Leontina Estela da Silva Guimarães"" (título atribuído)",Pantoja,10 Comunicação > 10.1 Documento,"59,0",,"49,5","0,2",,Fotografia retocada em papel com aplicação de cartão paspatur,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
64,MCHA.1572,Retrato (desenho) de Procória da Silva Guimarães,Procória da Silva Guimarães (título atribuído),Nestablo Ramos,02 Artes Visuais/Cinematográfica > 02.2 Desenho,"60,0",,"48,0",,,Carvão | Papel,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
65,MCHA.1573,Retrato (desenho) de Romualdo da Silva Guimarães,Romualdo da Silva Guimarães (título atribuído),Nestablo Ramos,02 Artes Visuais/Cinematográfica > 02.2 Desenho,"61,0",,"49,0",,,Carvão | Papel,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
66,MCHA.1574,Retrato (desenho) de Ricardo da Silva Guimarães,Ricardo da Silva Guimarães (título atribuído),Nestablo Ramos,02 Artes Visuais/Cinematográfica > 02.2 Desenho,"60,0",,"48,0",,,Carvão | Papel,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
67,MCHA.1575,Retrato (desenho) de Sabino da Silva Guimarães,Sabino da Silva Guimarães (título atribuído),M. Bray (?),02 Artes Visuais/Cinematográfica > 02.2 Desenho,"59,5",,"48,0",,,Carvão | Madeira | Papel | Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
68,MCHA.1576,Fotografia (retocada) de Antônio Mariano Franco de Sá,Antonio Mariano Franco de Sá (titulo atribuido),Paula Barros,10 Comunicação > 10.1 Documento,"60,0",,"48,0","0,2",,Fotografia retocada em papel cartão,,1915,,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
69,MCHA.1577,Fotografia (retocada) de Ana Netto Franco de Sá,Anna Neto Franco de Sá (titulo atribuido),Paula Barros,10 Comunicação > 10.1 Documento,"60,0",,"47,0","0,2",,Fotografia retocada em papel cartão,,1915,,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
70,MCHA.1583,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"5,3","41,7",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
71,MCHA.1584,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"4,8","47,7",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
72,MCHA.1585,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"4,5","41,5",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
73,MCHA.1586,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"5,5","42,0",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
74,MCHA.1587,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"5,7","42,0",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
75,MCHA.1588,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"4,8","47,8",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
76,MCHA.1589,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"4,7","48,0",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
77,MCHA.1590,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"4,6","47,5",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
78,MCHA.1591,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"4,9","47,8",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
79,MCHA.1592,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"5,6","42,0",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
80,MCHA.1593,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"4,1","37,5",,Tecido,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
81,MCHA.1594,Colarinho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"4,3","36,5",,Tecido sobre material rijo,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
82,MCHA.1595,Punho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"10,1","28,7",,Tecido,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
83,MCHA.1596,Punho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"10,2","28,8",,Tecido,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
84,MCHA.1597,Punho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"10,0","28,5",,Tecido,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
85,MCHA.1598,Punho,,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,,,"10,0","28,2",,Tecido,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
86,MCHA.1616,Equipamento náutico (suporte),,,11 Transporte > 11.2 Acessório de Transporte Marítimo,,,"4,0","22,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
87,MCHA.1629,Chaleira,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"14,0",,"15,5","14,5",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
88,MCHA.1649,Martelo,,,06 Trabalho > 06.8 Equipamento de Uso Geral,,,"9,0","24,0",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
89,MCHA.1650,Cravo,,,16 Amostras/Fragmentos,,,"5,8","14,8",,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
90,MCHA.1666,Bala rasa,,,01 Caça e Guerra > 01.4 Munição e Acessório,,,"8,0",,,Ferro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
91,MCHA.1669,Castiçal,,,05 Interiores > 05.4 Objeto de Iluminação,,,"8,0","18,3",,Metal (flandres),,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
92,MCHA.1678,Garrafa térmica,,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"24,5",,"8,2",,,Aluminio | Vidro,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
93,MCHA.1716,Disco fonográfico,"Ernani - Act I - Beviam, Beviam",La Scala Chorus with Orchestra,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,,,"30,0",,,Vinil,Estados Unidos da América,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
94,MCHA.1717,Disco fonográfico,Ernani - Act II - Ate scegli,,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,,,"30,0",,,Vinil,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
95,MCHA.1718,Disco fonográfico,,,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,,,"29,9",,,Vinil,,[s.d.],,museucasahistoricadealcantara_-_objetos,https://museucasahistoricadealcantara.acervos.museus.gov.br/wp-json/tainacan/v2/collection/14284/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,14284
